Glioma	Barrett Esophagus	Atherosclerosis	Neoplasms	Periodontitis	Prostatic Neoplasms	Fragile X Syndrome	Alzheimer Disease	Myositis, Inclusion Body	Melanoma	Breast Neoplasms	Huntington Disease	Testicular Neoplasms	Endometrial Neoplasms	Esophageal Squamous Cell Carcinoma	Aortic Aneurysm, Abdominal	Aortic Rupture	Neoplasms, Basal Cell	Myocardial Ischemia	Diabetes Mellitus	Endometriosis	Intracranial Aneurysm	Frailty	Glaucoma	Leukemia	Myocardial Infarction	Nasopharyngeal Carcinoma	Neurofibromatoses	Peripheral Arterial Disease	Neurofibroma, Plexiform	Stroke	Diabetes Mellitus, Type 2	Colorectal Neoplasms	Bone Diseases	Muscular Dystrophy, Facioscapulohumeral	Leukemia, Lymphocytic, Chronic, B-Cell	Leukemia, Lymphoid	Lymphoma	Ovarian Neoplasms	Carcinoma, Embryonal	Kidney Neoplasms	Adrenocortical Carcinoma	Beckwith-Wiedemann Syndrome	Hydatidiform Mole	Uterine Cervical Neoplasms	Choriocarcinoma	Colonic Neoplasms	Congenital Hyperinsulinism	Glioblastoma	Hyperhomocysteinemia	Infertility	Liver Neoplasms	Neuroectodermal Tumors, Primitive	Meningioma	Neural Tube Defects	Neuroblastoma	Obesity	Pheochromocytoma	Pituitary Neoplasms	Prader-Willi Syndrome	Pre-Eclampsia	Silver-Russell Syndrome	Adenocarcinoma	Pancreatic Neoplasms	Arthritis, Rheumatoid	Multiple Sclerosis	Diabetes Mellitus, Type 1	Muscular Dystrophy, Duchenne	Narcolepsy	Parkinson Disease	Neoplasms, Bone Tissue	Gallbladder Neoplasms	Leukemia, Myeloid, Acute	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Myelodysplastic Syndromes	Myopia	Amyotrophic Lateral Sclerosis	Frontotemporal Lobar Degeneration	Psoriasis	Burkitt Lymphoma	Cleft Lip	Hodgkin Disease	Plasmacytoma	Rhabdomyosarcoma	Dyskeratosis Congenita	Mucocutaneous Lymph Node Syndrome	Angelman Syndrome	Pancreaticobiliary Maljunction	Neoplasms, Squamous Cell	Klinefelter Syndrome	Carcinoma, Renal Cell	Polycystic Ovary Syndrome	Multiple Myeloma	Esophageal Neoplasms	Kidney Failure, Chronic	Colitis, Ulcerative	Hemangioma	Gastrointestinal Stromal Tumors	Pneumoconiosis	Asthma	Lupus Erythematosus, Systemic	Hypertension	Pulmonary Arterial Hypertension	Hepatoblastoma	Leukemia, Promyelocytic, Acute	Vitreoretinopathy, Proliferative	Diabetic Retinopathy	Retinoblastoma	Osteoarthritis	Cardiomyopathy, Dilated	Metabolic Syndrome	Nephrolithiasis	Asthenozoospermia	Intervertebral Disc Degeneration	Cholangiocarcinoma	Head and Neck Neoplasms	Anemia, Aplastic	Exfoliation Syndrome	Congenital Microtia	Astrocytoma	Hirschsprung Disease	Liver Cirrhosis	Neuroectodermal Tumors, Primitive, Peripheral	Acute Kidney Injury	Leukemia, Myeloid	Primary Myelofibrosis	Lymphoma, Mantle-Cell	Lymphoma, B-Cell
Arthritis, Rheumatoid	0	0	0	0	0	0	0	0	0.0860215053763441	0	0.0392156862745098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.0710659898477157	0.0466321243523316	0.0545454545454545	0.0555555555555556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0645161290322581	0	0	1	0.154639175257732	0.224299065420561	0.0657276995305164	0	0	0	0	0	0	0	0	0	0	0.0444444444444444	0.036480686695279	0	0.05	0.0576923076923077	0	0.0304182509505703	0.0344827586206897	0	0	0	0	0	0	0.0437956204379562	0	0	0	0	0	0	0.0427350427350427	0.42	0	0	0	0	0	0	0	0.509803921568627	0	0	0	0	0.0888888888888889	0	0	0	0	0	0	0	0	0	0	0	0	0.046875	0.046875
Multiple Sclerosis	0	0	0	0	0	0	0.0267379679144385	0.0609756097560976	0.0428571428571429	0	0	0.0493273542600897	0	0	0	0	0	0	0	0	0	0.0292397660818713	0	0	0	0	0	0.0711111111111111	0	0.0372881355932203	0.0405405405405405	0	0	0	0.033112582781457	0.0204081632653061	0.0344827586206897	0.0352941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0327868852459016	0.0845070422535211	0	0	0	0.0264105642256903	0.0275229357798165	0	0	0	0	0.154639175257732	1	0.178571428571429	0.029940119760479	0.0364963503649635	0.0614525139664804	0	0	0	0	0	0	0.0408163265306122	0.0561797752808989	0	0.0133689839572193	0	0.025974025974026	0.037037037037037	0	0	0	0.043010752688172	0	0	0	0	0	0.0263157894736842	0	0	0	0	0	0	0.0212765957446809	0.194805194805195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0205479452054795	0.0205479452054795
Diabetes Mellitus, Type 1	0	0	0	0	0	0	0	0	0	0	0	0	0.0862068965517241	0	0	0	0	0	0	0.670588235294118	0	0	0	0	0	0	0	0	0	0	0	0.463414634146341	0	0	0	0.0538922155688623	0.0618556701030928	0.0631578947368421	0.0851063829787234	0	0	0.0497512437810945	0	0	0	0	0	0.127272727272727	0	0.110609480812641	0	0	0	0	0	0	0.0326086956521739	0	0.0700985761226725	0.0168067226890756	0	0	0	0.0792079207920792	0.224299065420561	0.178571428571429	1	0	0	0	0	0	0	0	0	0	0.0555555555555556	0.0606060606060606	0	0.0410628019323672	0	0.0574712643678161	0.0659340659340659	0	0	0	0	0	0	0.0666666666666667	0	0.056980056980057	0.0483870967741935	0	0	0	0	0	0	0.0480769230769231	0.275862068965517	0	0	0	0	0	0.15625	0	0	0	0.248618784530387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0542168674698795	0.0542168674698795
Muscular Dystrophy, Duchenne	0	0	0	0	0	0	0.213592233009709	0.0382513661202186	0.169811320754717	0	0	0.132231404958678	0	0	0	0	0	0	0	0	0	0.0105263157894737	0	0	0	0	0	0.151639344262295	0	0.033033033033033	0.0179640718562874	0	0	0.127659574468085	0.529411764705882	0	0	0	0	0	0	0	0.135593220338983	0	0	0	0	0.0547945205479452	0	0.0816326530612245	0	0	0	0.0148514851485149	0.105590062111801	0	0	0	0.011001100110011	0.113924050632911	0	0.135746606334842	0	0	0.0657276995305164	0.029940119760479	0	1	0.0128205128205128	0.0404040404040404	0	0	0	0	0	0	0.0697674418604651	0.0355329949238579	0	0	0.0327868852459016	0	0	0	0.23728813559322	0	0.141463414634146	0.0418848167539267	0	0.0717703349282297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0790960451977401	0	0	0	0	0.0392156862745098	0	0	0	0	0.069364161849711	0	0.0416666666666667	0	0	0	0	0	0	0
Narcolepsy	0	0	0	0	0	0	0.0113636363636364	0.0457516339869281	0.0232558139534884	0	0	0.0377358490566038	0	0	0	0	0	0	0	0	0	0.0125	0	0	0	0	0	0.0607476635514019	0	0.0183150183150183	0.0218978102189781	0	0	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0174418604651163	0.0687022900763359	0	0	0	0.0126742712294043	0.0144927536231884	0	0	0	0	0	0.0364963503649635	0	0.0128205128205128	1	0.0476190476190476	0	0	0	0	0	0	0.027027027027027	0.0419161676646707	0	0	0	0	0	0	0	0	0.0285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Parkinson Disease	0	0	0	0	0	0	0.036697247706422	0.261538461538462	0.0526315789473684	0	0	0.354330708661417	0	0	0	0	0	0	0	0	0	0.118811881188119	0	0	0	0	0	0.13671875	0	0.0476190476190476	0.173184357541899	0	0	0	0.043956043956044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0420560747663551	0.0867052023121387	0	0	0	0.114942528735632	0.036144578313253	0	0	0	0	0	0.0614525139664804	0	0.0404040404040404	0.0476190476190476	1	0	0	0	0	0	0	0.180616740088106	0.244019138755981	0	0	0	0	0	0	0	0	0.225806451612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neoplasms, Bone Tissue	0.104895104895105	0.0684931506849315	0	0.361702127659574	0	0.0263157894736842	0	0	0	0.133757961783439	0.0684931506849315	0	0.04	0.0214285714285714	0.0575916230366492	0	0	0.147540983606557	0	0	0	0	0	0	0.254237288135593	0	0.0728862973760933	0.07981220657277	0	0.0664206642066421	0	0	0.0175438596491228	0	0	0.0666666666666667	0.111111111111111	0.189873417721519	0.0295566502463054	0.147540983606557	0.0253164556962025	0.0532544378698225	0	0.082089552238806	0.0192307692307692	0.109826589595376	0.0177935943060498	0	0.0633397312859885	0	0	0.0410958904109589	0.104895104895105	0.111111111111111	0	0.0633397312859885	0	0.0588235294117647	0.0318471337579618	0	0	0	0.0967741935483871	0.0352941176470588	0	0	0	0	0	0	1	0.0263157894736842	0.0967741935483871	0.0779220779220779	0	0	0	0	0	0.0514285714285714	0	0.126760563380282	0.12	0.157894736842105	0	0	0	0	0.147540983606557	0	0.0523255813953488	0.0418118466898955	0.0833333333333333	0.0444444444444444	0	0	0.147540983606557	0.375	0	0	0	0	0	0.147540983606557	0.072	0	0	0.072463768115942	0	0	0	0	0	0	0.072	0.0847457627118644	0	0	0	0.0780669144981413	0	0	0.0780669144981413	0	0.147540983606557	0	0.0895522388059701	0.0895522388059701
Gallbladder Neoplasms	0.0292397660818713	0.103448275862069	0	0.278688524590164	0	0.0666666666666667	0	0	0	0.0378378378378378	0.172413793103448	0	0.105263157894737	0.0535714285714286	0.150684931506849	0	0	0.04	0	0	0	0	0	0	0.0684931506849315	0	0.0476190476190476	0.045643153526971	0	0.018348623853211	0	0	0.135678391959799	0	0	0.0184049079754601	0.0315789473684211	0.0537634408602151	0.0779220779220779	0.04	0.0645161290322581	0.0456852791878173	0	0.0308641975308642	0.0489130434782609	0.0447761194029851	0.13353115727003	0.0555555555555556	0.0173775671406003	0	0	0.310344827586207	0.0292397660818713	0.0653266331658292	0	0.0173775671406003	0	0.0160771704180064	0.0836120401337793	0	0	0	0.0263157894736842	0.272727272727273	0	0	0	0	0	0	0.0263157894736842	1	0.0263157894736842	0.021978021978022	0	0	0	0	0	0.0147783251231527	0	0.0352941176470588	0.0337078651685393	0.0186335403726708	0	0	0	0.138297872340426	0.04	0	0.045	0.0349854227405248	0.0245901639344262	0.230769230769231	0	0.0366492146596859	0.04	0.148936170212766	0	0	0	0	0	0.04	0.0196078431372549	0	0	0.0553191489361702	0	0	0	0	0	0	0.0196078431372549	0.205479452054795	0	0	0	0.0215384615384615	0.0687830687830688	0.0689655172413793	0.0215384615384615	0	0.04	0	0.0246913580246914	0.0246913580246914
Leukemia, Myeloid, Acute	0.104895104895105	0.0684931506849315	0	0.361702127659574	0	0.0263157894736842	0	0	0	0.133757961783439	0.0684931506849315	0	0.04	0.0214285714285714	0.0575916230366492	0	0	0.147540983606557	0	0	0	0	0	0	0.593220338983051	0	0.0728862973760933	0.07981220657277	0	0.0664206642066421	0	0	0.0175438596491228	0	0	0.155555555555556	0.259259259259259	0.189873417721519	0.0295566502463054	0.147540983606557	0.0253164556962025	0.0532544378698225	0	0.082089552238806	0.0192307692307692	0.109826589595376	0.0177935943060498	0	0.0633397312859885	0	0	0.0410958904109589	0.104895104895105	0.111111111111111	0	0.0633397312859885	0	0.0588235294117647	0.0318471337579618	0	0	0	0.0967741935483871	0.0352941176470588	0	0	0	0	0	0	0.0967741935483871	0.0263157894736842	1	0.38961038961039	0	0	0	0	0	0.0514285714285714	0	0.126760563380282	0.12	0.0676691729323308	0	0	0	0	0.147540983606557	0	0.0523255813953488	0.0418118466898955	0.0833333333333333	0.0444444444444444	0	0	0.147540983606557	0.075	0	0	0	0	0	0.147540983606557	0.744	0	0	0.072463768115942	0	0	0	0	0	0	0.072	0.0847457627118644	0	0	0	0.0780669144981413	0	0	0.0780669144981413	0	0.737704918032787	0	0.0895522388059701	0.0895522388059701
Leukemia, Myelogenous, Chronic, BCR-ABL Positive	0.0867052023121387	0.0568181818181818	0	0.274193548387097	0	0.021978021978022	0	0	0	0.112299465240642	0.0568181818181818	0	0.0347826086956522	0.0176470588235294	0.0497737556561086	0	0	0.118421052631579	0	0	0	0	0	0	0.472972972972973	0	0.0620347394540943	0.0699588477366255	0	0.054380664652568	0	0	0.0149253731343284	0	0	0.145454545454545	0.25	0.191489361702128	0.0257510729613734	0.118421052631579	0.0212765957446809	0.0452261306532663	0	0.0670731707317073	0.0161290322580645	0.0935960591133005	0.0146627565982405	0	0.0514820592823713	0	0	0.0340909090909091	0.0867052023121387	0.0945273631840796	0	0.0514820592823713	0	0.0476190476190476	0.0276243093922652	0	0	0	0.0779220779220779	0.03	0	0	0	0	0	0	0.0779220779220779	0.021978021978022	0.38961038961039	1	0.276315789473684	0	0	0	0	0.0560975609756098	0	0.127906976744186	0.1	0.0552147239263804	0.0893617021276596	0.0490196078431373	0	0	0.118421052631579	0	0.0445544554455446	0.0345821325648415	0.121951219512195	0.0380952380952381	0	0	0.118421052631579	0.0631578947368421	0	0	0	0	0	0.118421052631579	0.290322580645161	0	0	0.0632911392405063	0	0	0	0	0	0	0.0580645161290323	0.0675675675675676	0.21978021978022	0	0	0.0638297872340425	0	0	0.0638297872340425	0	0.592105263157895	0.38961038961039	0.0914634146341463	0.0914634146341463
Myelodysplastic Syndromes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037593984962406	0.05	0.0512820512820513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276315789473684	1	0	0	0	0	0.0260115606936416	0	0.0428571428571429	0	0	0.172413793103448	0.0697674418604651	0	0	0	0	0	0	0.0841121495327103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0.344262295081967	0.0378787878787879	0.0378787878787879
Myopia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0.103896103896104	0.0995024875621891	0	0	0	0	0	0	0	0	0	0.103448275862069	0	0	0	0	0	0	0	0	0	0
Amyotrophic Lateral Sclerosis	0	0	0	0	0	0	0.0212765957446809	0.179245283018868	0.0957446808510638	0	0	0.151291512915129	0	0	0	0	0	0	0	0.0909090909090909	0	0.0684931506849315	0	0	0	0	0	0.117216117216117	0	0.0741687979539642	0.0918367346938776	0.0625	0	0	0.0753768844221105	0	0	0	0	0	0	0	0	0	0	0	0	0.0483870967741935	0	0.0981963927855711	0	0	0	0.025974025974026	0.0631578947368421	0	0.0283018867924528	0	0.064390243902439	0.037593984962406	0	0	0	0	0	0.0408163265306122	0.0555555555555556	0.0697674418604651	0.027027027027027	0.180616740088106	0	0	0	0	0	0	1	0.433628318584071	0	0	0	0	0	0	0	0	0.102564102564103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frontotemporal Lobar Degeneration	0	0	0	0	0	0	0.032258064516129	0.43298969072165	0.0470588235294118	0	0	0.343873517786561	0	0	0	0	0	0	0	0.1	0	0.124378109452736	0	0	0	0	0	0.133333333333333	0	0.0422535211267606	0.179775280898876	0.0689655172413793	0	0	0.0386740331491713	0	0	0	0	0	0	0	0	0	0	0	0	0.0521739130434783	0	0.105831533477322	0	0	0	0.0375586854460094	0.0813953488372093	0	0.0309278350515464	0	0.119622245540399	0.0483870967741935	0	0	0	0	0	0.0561797752808989	0.0606060606060606	0.0355329949238579	0.0419161676646707	0.244019138755981	0	0	0	0	0	0	0.433628318584071	1	0	0	0	0	0	0	0	0	0.101851851851852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.172774869109948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psoriasis	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.118226600985222	0.13953488372093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Burkitt Lymphoma	0.0618556701030928	0.0456852791878173	0	0.227586206896552	0	0.0147783251231527	0	0	0	0.0865384615384615	0.0456852791878173	0	0.0278884462151394	0.0104712041884817	0.0330578512396694	0	0	0.0867052023121387	0	0	0	0	0	0	0.159763313609467	0	0.0426966292134831	0.053030303030303	0	0.032171581769437	0	0	0.00900900900900901	0	0	0.112903225806452	0.28169014084507	0.516746411483254	0.0196850393700787	0.0867052023121387	0.0143540669856459	0.0272727272727273	0	0.0432432432432432	0.00966183574879227	0.0714285714285714	0.00783289817232376	0	0.0289655172413793	0	0	0.0253807106598985	0.0618556701030928	0.0720720720720721	0	0.0289655172413793	0	0.0252100840336134	0.0212335692618807	0	0	0	0.0514285714285714	0.0226244343891403	0.036480686695279	0.0133689839572193	0.0410628019323672	0	0	0	0.0514285714285714	0.0147783251231527	0.0514285714285714	0.0560975609756098	0.0260115606936416	0	0	0	0	1	0	0.310880829015544	0.23134328358209	0.0326086956521739	0.005859375	0.113333333333333	0	0	0.0867052023121387	0	0.0269058295964126	0.025706940874036	0.183520599250936	0.0303030303030303	0	0	0.0867052023121387	0.042654028436019	0	0.0110132158590308	0.0440414507772021	0	0	0.0867052023121387	0.0340909090909091	0	0	0.0465116279069767	0	0	0	0	0	0	0.0340909090909091	0.0532544378698225	0.0320197044334975	0	0	0.0404312668463612	0	0	0.0404312668463612	0	0.0867052023121387	0.0142857142857143	0.324324324324324	0.583783783783784
Cleft Lip	0	0	0	0	0.16	0	0.0591133004926108	0	0	0	0	0.0251046025104603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0300751879699248	0.024896265560166	0	0	0	0	0	0	0.0359281437125748	0	0	0	0	0	0	0	0.103448275862069	0	0	0	0	0.0462962962962963	0	0.0183908045977011	0	0	0	0	0.113924050632911	0	0	0	0	0.0769230769230769	0	0.0825688073394495	0	0	0	0	0	0.0327868852459016	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.0772532188841202	0	0.0891089108910891	0.0957446808510638	0	0.0436893203883495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176470588235294	0	0.0952380952380952	0	0	0	0	0	0	0
Hodgkin Disease	0.130434782608696	0.0731707317073171	0	0.321428571428571	0	0.0352941176470588	0	0	0	0.154285714285714	0.0731707317073171	0	0.0458715596330275	0.0316455696202532	0.0813397129186603	0	0	0.171428571428571	0	0	0	0	0	0	0.264705882352941	0	0.0976253298153034	0.0995670995670996	0	0.0977198697068404	0	0	0.0264550264550265	0	0	0.294117647058824	0.466666666666667	0.818181818181818	0.0361990950226244	0.171428571428571	0.0340909090909091	0.0802139037433155	0	0.111842105263158	0.028735632183908	0.130890052356021	0.028391167192429	0	0.0961214165261383	0	0	0.0487804878048781	0.130434782608696	0.132275132275132	0	0.0961214165261383	0	0.0927835051546392	0.0385064177362894	0	0	0	0.126760563380282	0.0425531914893617	0.05	0.025974025974026	0.0574712643678161	0	0	0	0.126760563380282	0.0352941176470588	0.126760563380282	0.127906976744186	0.0428571428571429	0	0	0	0	0.310880829015544	0	1	0.392857142857143	0.0993377483443709	0.0134529147982063	0.15625	0	0	0.171428571428571	0	0.0789473684210526	0.0495356037151703	0.299145299145299	0.0505050505050505	0	0	0.171428571428571	0.101123595505618	0	0.0206185567010309	0.0625	0	0	0.171428571428571	0.104895104895105	0	0	0.0933333333333333	0	0	0	0	0	0	0.104895104895105	0.0882352941176471	0.0470588235294118	0	0	0.108196721311475	0	0	0.108196721311475	0	0.171428571428571	0.028169014084507	0.473684210526316	0.473684210526316
Plasmacytoma	0.124260355029586	0.0697674418604651	0	0.3	0	0.0337078651685393	0	0	0	0.147540983606557	0.0697674418604651	0	0.0442477876106195	0.0301204819277108	0.0783410138248848	0	0	0.162162162162162	0	0	0	0	0	0	0.25	0	0.0936708860759494	0.096234309623431	0	0.0928792569659443	0	0	0.0253807106598985	0	0	0.31055900621118	0.425531914893617	0.5	0.0349344978165939	0.162162162162162	0.0326086956521739	0.0769230769230769	0	0.10625	0.0274725274725275	0.125628140703518	0.027027027027027	0	0.0912	0	0	0.0465116279069767	0.124260355029586	0.126903553299492	0	0.0912	0	0.0879478827361563	0.0371203599550056	0	0	0	0.12	0.0408163265306122	0.0576923076923077	0.037037037037037	0.0659340659340659	0	0	0	0.12	0.0337078651685393	0.12	0.1	0	0	0	0	0	0.23134328358209	0	0.392857142857143	1	0.0943396226415094	0	0	0	0	0.162162162162162	0	0.0757575757575758	0.0471976401179941	0.462809917355372	0.0485436893203883	0	0	0.162162162162162	0.0967741935483871	0	0.0297029702970297	0.0714285714285714	0	0	0.162162162162162	0.0993377483443709	0	0	0.0901287553648069	0	0	0	0	0	0	0.0993377483443709	0.0833333333333333	0	0	0	0.102803738317757	0	0	0.102803738317757	0	0.162162162162162	0	0.33125	0.33125
Rhabdomyosarcoma	0.0789473684210526	0.0580645161290323	0	0.320388349514563	0	0.0186335403726708	0	0	0	0.108433734939759	0.0580645161290323	0	0.0334928229665072	0.0134228187919463	0.04	0	0	0.114503816793893	0	0	0	0	0	0	0.21259842519685	0	0.0526315789473684	0.0630630630630631	0	0.041522491349481	0	0	0.0111111111111111	0	0	0.0416666666666667	0.087719298245614	0.161676646706587	0.0235849056603774	0.114503816793893	0.0179640718562874	0.0337078651685393	0	0.0559440559440559	0.0121212121212121	0.0879120879120879	0.0100334448160535	0	0.0377019748653501	0	0	0.032258064516129	0.0789473684210526	0.0888888888888889	0	0.0377019748653501	0	0.032967032967033	0.02557856272838	0	0	0	0.0676691729323308	0.0279329608938547	0	0	0	0	0	0	0.157894736842105	0.0186335403726708	0.0676691729323308	0.0552147239263804	0	0	0	0	0	0.0326086956521739	0	0.0993377483443709	0.0943396226415094	1	0	0	0	0	0.114503816793893	0	0.0331491712707182	0.0327868852459016	0.0666666666666667	0.037037037037037	0	0	0.114503816793893	0.124260355029586	0	0	0	0	0	0.114503816793893	0.0447761194029851	0	0	0.0555555555555556	0	0	0	0	0	0	0.0447761194029851	0.0708661417322835	0	0	0	0.0522648083623693	0	0	0.0522648083623693	0	0.114503816793893	0	0.0629370629370629	0.0629370629370629
Dyskeratosis Congenita	0	0	0	0	0	0	0.2109375	0	0	0	0.105726872246696	0.0821917808219178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0816326530612245	0	0	0	0	0	0	0.109090909090909	0.00925925925925926	0.0205761316872428	0.0209205020920502	0	0	0	0	0.176211453744493	0	0	0	0	0.0446096654275093	0	0.066543438077634	0	0	0	0	0.113744075829384	0	0	0	0	0.139372822299652	0	0.14760147601476	0	0	0.0304182509505703	0	0	0.23728813559322	0	0	0	0	0	0.0893617021276596	0.172413793103448	0	0	0	0.118226600985222	0.005859375	0.0772532188841202	0.0134529147982063	0	0	1	0.129411764705882	0.156862745098039	0.0995850622406639	0	0.0965250965250965	0	0	0.0303030303030303	0	0	0	0	0	0	0	0.0538116591928251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.244635193133047	0	0.161434977578475	0	0.0991735537190083	0	0	0	0	0.102439024390244	0.00930232558139535	0.00930232558139535
Mucocutaneous Lymph Node Syndrome	0	0	0.103448275862069	0	0	0	0	0	0	0	0.122448979591837	0	0	0	0	0.0989010989010989	0.0810810810810811	0	0.195652173913043	0	0	0.143540669856459	0	0	0	0.110091743119266	0	0	0.133004926108374	0	0.129032258064516	0	0	0	0	0.145945945945946	0.169811320754717	0.173076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344827586206897	0	0	0	0	0	0	0	0	0.0490196078431373	0.0697674418604651	0	0	0	0.13953488372093	0.113333333333333	0	0.15625	0	0	0.129411764705882	1	0	0	0	0	0	0	0.12781954887218	0	0	0	0	0	0	0	0.0625	0.214285714285714	0	0	0	0	0.114285714285714	0	0	0.0425531914893617	0	0	0	0	0	0	0.0693069306930693	0	0	0	0	0	0	0	0	0.0574712643678161	0.146739130434783	0.146739130434783
Angelman Syndrome	0	0	0	0	0	0	0.262222222222222	0.108910891089109	0.0337078651685393	0	0	0.264367816091954	0	0	0	0	0	0	0	0	0	0.0717703349282297	0	0	0	0	0	0.152091254752852	0	0.0296495956873315	0.0967741935483871	0	0	0	0.153439153439153	0	0	0	0	0	0	0	0.530612244897959	0	0	0	0	0.0504201680672269	0	0.0751565762004175	0	0	0	0.0271493212669683	0.2	0	0	0	0.067005076142132	0.4296875	0	0.433333333333333	0	0	0	0.043010752688172	0	0.141463414634146	0.0285714285714286	0.225806451612903	0	0	0	0	0	0	0.102564102564103	0.101851851851852	0	0	0.0891089108910891	0	0	0	0.156862745098039	0	1	0.114285714285714	0	0.197368421052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1875	0	0.113744075829384	0	0	0	0	0	0	0
Pancreaticobiliary Maljunction	0	0.0769230769230769	0	0	0	0	0.0853080568720379	0	0	0	0	0.0323886639676113	0	0	0.052863436123348	0	0	0	0	0	0	0	0	0	0	0	0	0.0321285140562249	0	0	0	0	0.0579710144927536	0	0.0457142857142857	0	0	0	0	0	0	0	0.131868131868132	0	0	0	0.0623229461756374	0.133928571428571	0	0.0266075388026608	0	0.0989010989010989	0	0	0.144578313253012	0	0	0	0	0.0991735537190083	0	0.106194690265487	0	0.087378640776699	0	0	0	0.0418848167539267	0	0	0	0.138297872340426	0	0	0	0	0	0	0	0	0.0957446808510638	0	0	0	0.0995850622406639	0	0.114285714285714	1	0	0.0700934579439252	0	0	0	0.0648148148148148	0	0.0653266331658292	0	0.0714285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202247191011236	0	0.380710659898477	0.0989010989010989	0	0	0	0	0	0
